aT 86,78,42,67,25,14,61,46,66,52,79,87,2,50,60,38,50,73,68,47,74,93,49,60,58,48,9,64,17,74,27,5,45,24,36,59,67,8,57,79,57,34,4,55,67,34,38,29,72,88,77,98,66,57,82,42,63,28,19,49,81,17,77,12,90,27,88,70,23,0,47,46,2,19,31,30,40,15,25,13,40,44,4,7,12,63,79,22,78,1,100,35,24,7,69,97,7,87,9,58
aU 95,22,59,24,100,37,5,39,71,15,76,24,80,42,49,25,83,79,61,34,2,40,56,58,27,16,30,21,90,78,49,69,73,77,100,74,76,49,63,46,1,4,40,6,32,41,2,42,39,22,5,21,93,8,35,6,18,27,66,83,42,21,75,64,81,16,13,54,61,47,0,9,36,41,39,46,66,97,43,47,97,72,98,97,53,57,42,68,12,24,48,56,41,47,67,1,23,64,71,35
aV 17,15,86,78,82,74,1,51,72,74,70,20,22,5,38,15,47,35,33,57,61,90,53,23,57,1,95,58,85,49,63,88,80,74,21,54,35,33,45,100,10,97,40,7,50,59,70,5,76,50,19,32,30,73,4,32,59,61,31,22,59,13,52,92,15,71,71,52,56,46,9,0,30,30,20,6,19,86,31,60,78,17,33,43,7,45,63,56,72,28,26,77,68,81,22,75,18,75,100,72
aW 80,45,67,82,48,29,85,16,63,83,39,15,42,55,94,32,88,16,30,98,38,68,20,39,90,20,98,20,26,2,54,68,37,2,60,1,37,91,41,40,74,1,61,85,71,6,84,27,34,14,67,6,49,42,26,85,98,11,79,53,59,69,45,27,69,32,49,30,11,2,36,30,0,80,38,75,51,7,85,21,81,37,33,93,86,8,87,58,30,1,23,55,69,77,30,46,42,72,22,61
aX 49,4,98,91,22,42,62,90,15,65,84,22,55,34,4,35,48,52,24,62,92,47,43,11,18,7,89,18,46,42,14,9,2,100,9,69,51,58,72,59,5,14,66,32,97,5,77,21,54,78,40,97,34,85,70,94,2,89,80,12,11,44,23,83,12,43,86,100,87,19,41,30,80,0,92,77,19,79,68,57,94,26,48,67,32,77,34,67,55,23,66,41,9,22,40,38,4,26,5,29
aY 70,68,78,80,20,62,12,30,48,15,98,75,7,26,73,45,75,42,17,78,25,72,85,85,14,87,55,31,99,75,21,1,91,37,47,84,88,6,43,15,78,43,11,35,55,44,71,18,44,3,76,4,45,61,95,71,6,98,53,38,33,49,7,81,52,79,21,31,7,31,39,20,38,92,0,47,34,97,87,75,25,82,39,72,54,69,43,38,61,32,26,5,50,66,3,75,76,99,27,17
aZ 80,63,60,83,83,30,36,90,45,62,82,67,99,27,81,93,41,25,52,96,64,11,76,52,22,20,45,43,97,95,59,84,12,8,76,21,5,37,60,51,95,56,57,81,32,37,64,8,10,70,29,87,4,68,11,22,38,29,61,41,5,22,35,88,56,80,93,99,61,30,46,6,75,77,47,0,52,45,26,22,87,80,44,28,43,92,51,7,22,75,70,78,11,77,56,99,36,100,18,27
aa 55,42,64,52,96,64,14,45,28,47,37,46,26,78,70,99,58,6,17,7,7,77,92,29,49,95,44,98,21,76,75,32,31,43,48,100,2,43,93,49,100,28,14,11,78,29,99,80,60,66,60,32,87,8,30,46,88,81,63,99,21,58,66,89,34,5,52,23,51,40,66,19,51,19,34,52,0,47,10,49,68,2,100,12,10,70,13,79,78,32,29,74,67,41,2,100,90,69,34,64
ab 55,86,100,96,92,24,93,54,86,29,62,38,26,30,80,55,80,68,76,69,96,13,11,86,43,47,8,25,78,40,16,16,32,91,49,63,38,87,66,27,58,1,91,99,47,58,20,69,59,27,45,32,31,91,93,91,14,93,63,54,46,53,49,19,27,56,52,76,88,15,97,86,7,79,97,45,47,0,43,49,92,91,90,44,50,43,71,13,6,80,7,61,87,44,48,87,65,6,100,3
ac 6,93,85,51,84,65,92,72,5,10,40,79,70,31,53,72,68,23,16,15,44,9,22,69,29,59,1,64,8,94,58,47,52,68,44,88,81,36,45,26,94,1,52,85,69,36,52,89,11,93,86,13,99,30,3,13,80,55,11,66,15,61,87,60,21,12,34,76,28,25,43,31,85,68,87,26,10,43,0,97,45,45,2,52,6,84,69,39,56,37,1,85,90,17,96,76,70,79,69,73
ad 94,57,27,53,49,57,19,77,67,85,74,78,17,70,5,96,58,19,19,74,62,64,98,89,46,3,94,27,35,62,78,62,49,71,33,69,27,85,54,14,83,60,61,51,40,92,73,47,91,10,21,60,53,78,7,62,68,3,37,67,41,2,24,55,26,58,52,70,76,13,47,60,21,57,75,22,49,49,97,0,5,99,72,7,91,91,12,86,19,88,37,19,83,8,4,92,67,31,73,68
ae 95,71,8,70,41,58,48,8,64,17,100,16,71,70,37,52,45,98,71,69,76,11,72,74,10,36,66,91,89,72,32,32,61,45,64,23,83,32,61,12,68,25,26,10,27,98,48,73,14,27,10,85,91,44,45,43,80,96,61,35,24,38,82,93,15,95,99,26,68,40,97,78,81,94,25,87,68,92,45,5,0,6,41,39,56,56,16,2,20,82,78,72,2,32,81,46,21,71,17,23
af 2,19,87,7,71,36,90,7,5,29,37,32,96,82,36,83,13,84,71,35,7,18,55,8,38,33,74,82,16,70,47,39,5,85,79,56,5,59,86,74,20,15,76,76,84,10,40,42,64,20,75,3,16,96,77,46,32,44,95,64,52,15,100,75,9,54,19,99,3,44,72,17,37,26,82,80,2,91,45,99,6,0,64,52,1,8,15,60,77,56,74,40,39,31,51,48,61,23,10,21
ag 86,46,39,20,30,6,88,21,65,48,74,40,36,35,16,90,38,66,91,17,50,14,80,96,34,99,90,16,70,45,24,57,90,70,75,80,94,81,82,3,95,39,26,80,40,37,37,4,71,70,68,41,87,44,26,30,64,92,72,85,87,89,69,37,38,71,31,85,59,4,98,33,33,48,39,44,100,90,2,72,41,64,0,94,75,47,21,63,84,90,26,84,67,88,53,97,77,15,29,71
ah 78,25,24,18,38,94,80,85,25,23,29,70,2,3,94,65,64,87,76,99,40,48,68,2,29,59,57,39,92,8,34,69,27,99,94,14,77,98,14,9,86,77,45,84,74,59,52,100,25,7,9,68,80,19,51,92,36,33,27,12,81,6,22,83,33,45,44,34,30,7,97,43,93,67,72,28,12,44,52,7,39,52,94,0,97,59,84,46,92,24,33,11,96,6,16,51,50,68,81,37
ai 76,96,4,6,87,70,32,43,58,48,79,47,71,25,67,24,64,55,23,48,32,80,32,99,58,34,58,75,82,84,53,100,44,24,95,60,37,100,70,34,89,86,31,59,56,1,39,61,43,94,84,59,1,34,1,68,13,2,49,60,32,87,71,13,42,61,73,50,51,12,53,7,86,32,54,43,10,50,6,91,56,1,75,97,0,53,65,45,90,88,73,70,16,22,10,35,66,17,43,75
aj 52,72,41,72,18,19,49,97,28,85,2,20,3,40,16,95,40,26,62,30,76,32,57,8,63,18,67,58,100,73,46,72,99,7,72,64,100,13,84,22,68,44,79,78,34,77,46,70,29,54,97,28,38,15,90,69,23,63,33,41,36,89,62,66,57,49,31,41,36,63,57,45,8,77,69,92,70,43,84,91,56,8,47,59,53,0,26,5,91,74,62,93,94,21,94,36,62,23,27,58
ak 55,84,23,14,70,42,71,70,87,45,29,45,82,83,98,83,98,43,59,97,4,35,29,59,76,17,69,81,20,99,64,21,39,97,60,93,88,23,51,64,73,74,99,100,14,42,59,83,61,28,20,95,58,21,27,62,48,9,30,56,85,98,98,33,7,66,36,70,92,79,42,63,87,34,43,51,13,71,69,12,16,15,21,84,65,26,0,20,26,85,92,66,71,25,6,93,15,4,54,33
al 65,88,80,3,65,49,35,53,70,48,3,37,94,34,4,29,85,11,55,81,61,67,71,72,64,81,22,43,35,70,64,37,1,94,45,77,93,71,63,76,37,62,48,90,84,2,24,34,18,71,81,31,73,31,38,87,86,50,85,89,93,96,32,7,30,50,74,18,65,22,68,56,58,67,38,7,79,13,39,86,2,60,63,46,45,5,20,0,13,22,85,13,2,58,13,22,97,94,4,10
am 80,21,50,5,76,5,77,86,75,51,41,51,57,7,48,6,80,58,72,27,94,9,96,69,36,76,95,47,82,40,41,64,9,69,77,76,76,58,7,62,48,68,38,81,53,62,21,43,49,84,87,5,1,12,58,9,17,96,56,77,75,78,63,99,94,14,97,82,46,78,12,72,30,55,61,22,78,6,56,19,20,77,84,92,90,91,26,13,0,90,4,38,46,54,14,13,17,87,85,29
an 78,82,76,68,70,98,59,99,28,10,44,38,13,52,94,46,54,61,35,29,21,19,7,32,21,90,47,93,79,32,54,42,14,22,13,97,39,75,88,51,96,70,56,94,95,16,33,10,81,66,14,27,19,100,84,2,9,53,30,96,44,30,55,52,30,15,72,28,37,1,24,28,1,23,32,75,32,80,37,88,82,56,90,24,88,74,85,22,90,0,100,23,9,78,14,31,14,39,22,57
ao 41,52,37,80,61,47,36,39,96,66,80,62,1,31,45,71,17,78,3,40,10,77,53,58,63,46,72,76,44,11,97,22,48,94,30,47,49,2,90,38,5,70,6,92,13,63,21,2,36,44,26,53,87,9,16,90,38,47,89,84,36,43,65,85,48,3,51,7,7,100,48,26,23,66,26,70,29,7,1,37,78,74,26,33,73,62,92,85,4,100,0,49,30,31,85,60,49,8,63,79
ap 85,31,46,9,79,85,86,79,36,66,100,28,64,74,66,57,19,74,27,20,27,39,42,44,33,46,44,80,23,12,59,49,79,65,100,3,74,59,70,4,69,39,43,21,14,74,92,82,25,100,35,47,39,23,51,22,58,85,19,52,38,93,88,4,10,55,45,36,47,35,56,77,55,41,5,78,74,61,85,19,72,40,84,11,70,93,66,13,38,23,49,0,66,59,68,65,82,24,42,70
aq 52,73,75,47,72,33,24,65,75,3,54,22,12,56,38,89,55,74,61,44,54,49,6,18,100,89,19,37,84,22,94,15,2,86,33,55,77,23,100,83,12,40,22,55,54,7,96,43,74,31,19,48,11,89,65,3,54,39,41,2,92,21,31,98,21,72,42,60,75,24,41,68,69,9,50,11,67,87,90,83,2,39,67,96,16,94,71,2,46,9,30,66,0,18,87,96,63,10,91,65
ar 98,55,98,39,45,82,65,44,20,68,73,65,64,35,80,31,33,89,27,24,21,67,59,26,1,100,7,74,93,48,68,95,9,37,41,66,61,45,10,66,89,78,50,40,27,45,38,60,7,1,68,25,98,10,33,71,40,81,27,69,18,52,65,19,9,59,81,30,73,7,47,81,77,22,66,77,41,44,17,8,32,31,88,6,22,21,25,58,54,78,31,59,18,0,74,59,76,19,48,22
as 88,33,89,38,40,49,10,84,49,62,58,5,46,15,6,37,31,31,61,6,27,78,16,87,74,37,78,43,80,57,94,98,42,48,46,17,56,88,83,72,1,96,80,15,30,74,43,14,39,79,26,92,8,64,45,47,90,70,17,36,38,55,31,94,99,39,45,38,75,69,67,22,30,40,3,56,2,48,96,4,81,51,53,16,10,94,6,13,14,14,85,68,87,74,0,21,10,32,75,60
at 21,99,8,90,18,27,91,76,65,19,81,97,45,69,41,26,72,67,93,44,83,37,68,86,83,46,62,2,91,61,59,79,66,36,19,45,85,62,63,6,62,95,96,62,31,25,66,48,42,24,13,63,96,61,37,69,74,70,65,64,34,26,9,54,66,10,12,88,94,97,1,75,46,38,75,99,100,87,76,92,46,48,97,51,35,36,93,22,13,31,60,65,96,59,21,0,67,3,88,81
au 17,82,50,27,47,69,22,51,38,47,91,31,55,27,19,75,61,28,90,7,78,34,12,72,19,55,100,20,71,71,89,100,64,18,42,82,40,46,55,17,64,64,82,37,65,91,75,50,88,49,85,32,25,92,53,3,98,4,44,39,98,70,12,28,37,24,1,47,31,7,23,18,42,4,76,36,90,65,70,67,21,61,77,50,66,62,15,97,17,14,49,82,63,76,10,67,0,78,24,15
av 97,89,99,69,66,22,3,6,90,39,37,86,35,33,4,5,7,83,57,10,8,42,25,51,22,59,46,1,97,35,62,86,44,27,49,54,83,98,32,100,34,98,8,79,42,7,56,26,34,53,80,48,11,14,5,59,60,10,95,92,39,55,76,56,84,86,86,2,33,87,64,75,72,26,99,100,69,6,79,31,71,23,15,68,17,23,4,94,87,39,8,24,10,19,32,3,78,0,32,14
aw 64,59,99,44,48,58,4,33,95,18,39,2,60,63,100,51,90,60,53,12,8,36,71,20,47,12,79,9,35,15,88,27,39,77,76,5,18,38,32,9,25,52,70,84,20,89,34,82,72,59,20,96,1,60,50,9,35,3,4,72,3,30,61,74,28,92,67,32,21,9,71,100,22,5,27,18,34,100,69,73,17,10,29,81,43,27,54,4,85,22,63,42,91,48,75,88,24,32,0,14
ax 29,74,19,86,39,35,56,95,38,37,70,39,97,98,79,70,29,23,62,36,44,33,85,78,40,75,80,7,41,65,41,57,32,88,68,34,54,83,86,68,48,58,74,75,58,76,87,5,34,34,33,14,11,69,1,2,11,20,87,21,8,79,93,31,61,81,38,42,23,58,35,72,61,29,17,27,64,3,73,68,23,21,71,37,75,58,33,10,29,57,79,70,65,22,60,81,15,14,14,0
